"id"	"old_artnr"	"artnr"	"overartnr"	"artnavn"	"latin"	"english"	"dk"	"datsy"	"arttype"	"sortering"	"hbw"	"iucn"	"redlist"	"yellowlist"	"bilag_1"	"spec"	"KOORDINATORID"	"sv"	"pkt"	"ibaantal"	"shortcut1"	"shortcut2"	"fra"	"til"	"season"	"vis"
929	"05140"	"05140"	"05140"	"Kærløber"	"Calidris falcinellus"	"Broad-billed Sandpiper"	"AS"	0	"art"	2790	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	1100	"KÆRLØB"	"KÆRLØB"	"6"	"8"	"V"	0
930	"05150"	"05150"	"05150"	"Klireryle"	"Calidris himantopus"	"Stilt Sandpiper"	"AU"	0	"art"	2810	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KLIRER"	"KLIRER"	NA	NA	NA	0
931	"05160"	"05160"	"05160"	"Prærieløber"	"Calidris subruficollis"	"Buff-breasted Sandpiper"	"AU"	0	"art"	2950	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"PRÆLØB"	"PRÆLØB"	NA	NA	NA	0
932	"05170"	"05170"	"05170"	"Brushane"	"Calidris pugnax"	"Ruff"	"A"	0	"art"	2780	53943	"LC"	"EN"	NA	"X"	"4"	NA	NA	NA	22000	"BRUSHA"	"BRUSHA"	"4"	"10"	"V"	0
933	"05180"	"05180"	"05180"	"Enkeltbekkasin"	"Lymnocryptes minimus"	"Jack Snipe"	"A"	0	"art"	3040	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	20000	"ENKELT"	"ENKELT"	"6"	"8"	"S"	0
934	"05190"	"05190"	"05190"	"Dobbeltbekkasin"	"Gallinago gallinago"	"Common Snipe"	"A"	0	"art"	3030	53878	"LC"	"LC"	NA	NA	NA	NA	NA	"Y"	100000	"DOBBEL"	"DOBBEL"	NA	NA	NA	0
938	"05200"	"05200"	"05200"	"Tredækker"	"Gallinago media"	"Great Snipe"	"AS"	0	"art"	3020	NA	"NT"	"RE"	NA	"X"	NA	NA	NA	NA	300	"TREDÆK"	"TREDÆK"	NA	NA	NA	0
948	"05270"	"05270"	"05270"	"Langnæbbet Sneppeklire"	"Limnodromus scolopaceus"	"Long-billed Dowitcher"	"AU"	0	"art"	2990	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LANSNE"	"LANSNE"	NA	NA	NA	0
950	"05265"	"05289"	NA	"Sneppeklire sp."	"Limnodromus sp."	"Dowitcher sp."	"HU"	0	"ubestemt"	3000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SNEP"	"S SNEP"	NA	NA	NA	0
951	"05290"	"05290"	"05290"	"Skovsneppe"	"Scolopax rusticola"	"Eurasian Woodcock"	"A"	0	"art"	3010	NA	"LC"	"LC"	NA	NA	"3w"	NA	NA	"Y"	240000	"SKOVSN"	"SKOVSN"	NA	NA	NA	0
954	"05320"	"05320"	"05320"	"Stor Kobbersneppe"	"Limosa limosa"	"Black-tailed Godwit"	"A"	0	"art"	2700	53888	"NT"	"VU"	NA	NA	"2"	NA	NA	"Y"	790	"STOKOB"	"STOKOB"	"3"	"11"	"V"	0
956	"05322"	"05322"	"05320"	"Stor Kobbersneppe, Islandsk (ssp. islandica)"	"Limosa limosa islandica"	"Black-tailed Godwit (ssp. islandica)"	"A"	0	"underart"	2720	NA	"NT"	"VU"	NA	NA	NA	NA	NA	NA	1100	"R ISLK"	"R ISLK"	"3"	"11"	"V"	0
957	"05330"	"05330"	"05330"	"Canadisk Kobbersneppe"	"Limosa haemastica"	"Hudsonian Godwit"	"AU"	0	"art"	2690	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"CANKOB"	"CANKOB"	NA	NA	NA	0
958	"05340"	"05340"	"05340"	"Lille Kobbersneppe"	"Limosa lapponica"	"Bar-tailed Godwit"	"A"	0	"art"	2680	NA	"NT"	NA	NA	"X"	NA	NA	NA	NA	6500	"LILKOB"	"LILKOB"	NA	NA	NA	0
962	"05380"	"05380"	"05380"	"Småspove"	"Numenius phaeopus"	"Eurasian Whimbrel"	"A"	0	"art"	2650	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	3500	"LILREG"	"LILREG"	"5"	"9"	"V"	0
969	"05410"	"05410"	"05410"	"Storspove"	"Numenius arquata"	"Eurasian Curlew"	"A"	0	"art"	2660	53897	"NT"	"VU"	NA	NA	"3w"	NA	NA	"YV"	7600	"STOREG"	"STOREG"	NA	NA	NA	0
974	"05439"	"05439"	NA	"Spove sp."	"Numenius sp."	"Whimbrel/Curlew sp."	"H"	0	"ubestemt"	2670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	NA	NA	NA	0
975	"05440"	"05440"	"05440"	"Bartramsklire"	"Bartramia longicauda"	"Upland Sandpiper"	"AU"	0	"art"	2640	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BARTRA"	"BARTRA"	NA	NA	NA	0
976	"05450"	"05450"	"05450"	"Sortklire"	"Tringa erythropus"	"Spotted Redshank"	"A"	0	"art"	3100	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	1000	"SORTKL"	"SORTKL"	"4"	"12"	"V"	0
977	NA	"05459"	NA	"Sortklire/Rødben"	"Tringa erythropus/T. totanus"	"Spotted Redshank/Common Redshank"	"H"	0	"ubestemt"	3160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SORØ"	"S SORØ"	NA	NA	NA	0
978	"05460"	"05460"	"05460"	"Rødben"	"Tringa totanus"	"Common Redshank"	"A"	0	"art"	3130	53902	"LC"	"NT"	"X"	NA	"2"	NA	NA	"YV"	4200	"RØDBEN"	"RØDBEN"	NA	NA	NA	0
980	"05462"	"05462"	"05460"	"Rødben, Islandsk (ssp. robusta)"	"Tringa totanus robusta"	"Common Redshank (ssp. robusta)"	"A"	0	"underart"	3150	NA	"LC"	"NT"	NA	NA	NA	NA	NA	NA	2400	"R ROBU"	"R ROBU"	"5"	"7"	"S"	0
982	"05470"	"05470"	"05470"	"Damklire"	"Tringa stagnatilis"	"Marsh Sandpiper"	"AS"	0	"art"	3180	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"DAMKLI"	"DAMKLI"	NA	NA	NA	0
983	"05480"	"05480"	"05480"	"Hvidklire"	"Tringa nebularia"	"Common Greenshank"	"A"	0	"art"	3110	53904	"LC"	NA	NA	NA	NA	NA	NA	NA	3300	"HVIDKL"	"HVIDKL"	"3"	"11"	"V"	0
985	"05500"	"05500"	"05500"	"Stor Gulben"	"Tringa melanoleuca"	"Greater Yellowlegs"	"U"	0	"art"	3120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"STOGUL"	"STOGUL"	NA	NA	NA	0
986	"05510"	"05510"	"05510"	"Lille Gulben"	"Tringa flavipes"	"Lesser Yellowlegs"	"AU"	0	"art"	3090	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"GULKLI"	"GULKLI"	NA	NA	NA	0
988	"05530"	"05530"	"05530"	"Svaleklire"	"Tringa ochropus"	"Green Sandpiper"	"A"	1	"art"	3080	53908	"LC"	"EN"	NA	NA	NA	0	NA	NA	24000	"SVALEK"	"SVALEK"	"3"	"11"	"V"	0
990	"05540"	"05540"	"05540"	"Tinksmed"	"Tringa glareola"	"Wood Sandpiper"	"A"	1	"art"	3170	53910	"LC"	"EN"	NA	"X"	"3"	0	NA	NA	18000	"TINKSM"	"TINKSM"	"4"	"9"	"V"	0
991	"05550"	"05550"	"05550"	"Terekklire"	"Xenus cinereus"	"Terek Sandpiper"	"AU"	0	"art"	3050	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"TEREKK"	"TEREKK"	NA	NA	NA	0
992	"05560"	"05560"	"05560"	"Mudderklire"	"Actitis hypoleucos"	"Common Sandpiper"	"A"	1	"art"	3060	53912	"LC"	"RE"	NA	NA	NA	NA	NA	NA	12000	"MUDDER"	"MUDDER"	"4"	"10"	"V"	0
993	"05570"	"05570"	"05570"	"Plettet Mudderklire"	"Actitis macularius"	"Spotted Sandpiper"	"AU"	0	"art"	3070	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"PLEMUD"	"PLEMUD"	NA	NA	NA	0
997	"05610"	"05610"	"05610"	"Stenvender"	"Arenaria interpres"	"Ruddy Turnstone"	"A"	1	"art"	2730	NA	"LC"	"CR"	NA	NA	NA	0	NA	NA	730	"STENVE"	"STENVE"	NA	NA	NA	0
1001	"05630"	"05630"	"05630"	"Amerikansk Svømmesneppe"	"Phalaropus tricolor"	"Wilson's Phalarope"	"AU"	0	"art"	3190	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"WILSVØ"	"WILSVØ"	NA	NA	NA	0
1002	"05640"	"05640"	"05640"	"Odinshane"	"Phalaropus lobatus"	"Red-necked Phalarope"	"AS"	0	"art"	3200	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	20000	"ODINSH"	"ODINSH"	"6"	"9"	"V"	0
1003	"05651"	"05649"	NA	"Odinshane/Thorshane"	"Phalaropus lobatus/P. fulicarius"	"Red-necked Phalarope/Red Phalarope"	"H"	0	"ubestemt"	3220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S ODTH"	"S ODTH"	"6"	"9"	"V"	0
1004	"05650"	"05650"	"05650"	"Thorshane"	"Phalaropus fulicarius"	"Red Phalarope"	"AS"	0	"art"	3210	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	15700	"THORSH"	"THORSH"	NA	NA	NA	0
1005	"05652"	"05658"	NA	"Vader sp., Stor"	"Charadrii sp."	"Limicolae (Larger)"	"H"	0	"ubestemt"	3280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S STVA"	"S STVA"	NA	NA	NA	0
1006	"05653"	"05659"	NA	"Vader sp., Lille"	"Charadrii sp."	"Limicolae (Smaller)"	"H"	0	"ubestemt"	3290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SMVA"	"S SMVA"	NA	NA	NA	0
1007	"05660"	"05660"	"05660"	"Mellemkjove"	"Stercorarius pomarinus"	"Pomarine Jaeger"	"AS"	0	"art"	3480	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"MELLEM"	"MELLEM"	"6"	"7"	"S"	0
1008	"05665"	"05669"	NA	"Mellemkjove/Almindelig Kjove"	"Stercorarius pomarinus/S. parasiticus"	"Pomarine Jaeger/Parasitic Jaeger"	"H"	0	"ubestemt"	3490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S MEAL"	"S MEAL"	"4"	"11"	"V"	0
1009	"05670"	"05670"	"05670"	"Almindelig Kjove"	"Stercorarius parasiticus"	"Parasitic Jaeger"	"A"	0	"art"	3460	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ALMKJO"	"ALMKJO"	"4"	"10"	"V"	0
1010	"05680"	"05680"	"05680"	"Lille Kjove"	"Stercorarius longicaudus"	"Long-tailed Jaeger"	"AS"	0	"art"	3450	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LILKJO"	"LILKJO"	NA	NA	NA	0
1013	"05690"	"05690"	"05690"	"Storkjove"	"Stercorarius skua"	"Great Skua"	"A"	0	"art"	3500	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"STORKJ"	"STORKJ"	"3"	"11"	"V"	0
1018	"05701"	"05709"	NA	"Kjove sp."	"Stercorariini"	"Jaeger/Skua sp."	"H"	0	"ubestemt"	3510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S KJOV"	"S KJOV"	"3"	"11"	"V"	0
1021	"05730"	"05730"	"05730"	"Stor Sorthovedet Måge"	"Ichthyaetus ichthyaetus"	"Pallas's Gull"	"AU"	0	"art"	3660	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"STOSOR"	"STOSOR"	NA	NA	NA	0
1023	"05750"	"05750"	"05750"	"Sorthovedet Måge"	"Ichthyaetus melanocephalus"	"Mediterranean Gull"	"A"	1	"art"	3620	NA	"LC"	"VU"	NA	"X"	"4"	0	NA	NA	2400	"SORMÅG"	"SORMÅG"	NA	NA	NA	0
1025	"05760"	"05760"	"05760"	"Lattermåge"	"Leucophaeus atricilla"	"Laughing Gull"	"AU"	0	"art"	3600	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LATTER"	"LATTER"	NA	NA	NA	0
1026	"05770"	"05770"	"05770"	"Præriemåge"	"Leucophaeus pipixcan"	"Franklin's Gull"	"AU"	0	"art"	3610	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"PRÆMÅG"	"PRÆMÅG"	NA	NA	NA	0
1027	"05780"	"05780"	"05780"	"Dværgmåge"	"Hydrocoloeus minutus"	"Little Gull"	"A"	1	"art"	3580	NA	"LC"	"CR"	NA	"X"	NA	0	NA	NA	1000	"DVÆRGM"	"DVÆRGM"	NA	NA	NA	0
1028	"05790"	"05790"	"05790"	"Sabinemåge"	"Xema sabini"	"Sabine's Gull"	"AS"	0	"art"	3540	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"SABINE"	"SABINE"	NA	NA	NA	0
1030	"05810"	"05810"	"05810"	"Bonapartemåge"	"Chroicocephalus philadelphia"	"Bonaparte's Gull"	"AU"	0	"art"	3560	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BONAPA"	"BONAPA"	NA	NA	NA	0
1031	"05820"	"05820"	"05820"	"Hættemåge"	"Chroicocephalus ridibundus"	"Black-headed Gull"	"A"	0	"art"	3570	53995	"LC"	"EN"	"X"	NA	NA	NA	NA	"YV"	31000	"HÆTTEM"	"HÆTTEM"	NA	NA	NA	0
1040	"05890"	"05890"	"05890"	"Ringnæbbet Måge"	"Larus delawarensis"	"Ring-billed Gull"	"AU"	0	"art"	3650	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"RINMÅG"	"RINMÅG"	NA	NA	NA	0
1041	"05900"	"05900"	"05900"	"Stormmåge"	"Larus canus"	"Mew Gull"	"A"	0	"art"	3670	53970	"LC"	"LC"	"X"	NA	"2"	NA	NA	"YV"	16400	"STORMM"	"STORMM"	NA	NA	NA	0
1043	"05901"	"05902"	"05900"	"Stormmåge, Russisk (ssp. heinei)"	"Larus canus heinei"	"Mew Gull (ssp. heinei)"	"A"	0	"underart"	3690	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R HEIN"	"R HEIN"	NA	NA	NA	0
1045	"05910"	"05910"	"05910"	"Sildemåge"	"Larus fuscus"	"Lesser Black-backed Gull"	"A"	0	"art"	3700	NA	"LC"	"LC"	NA	NA	"4"	NA	NA	"Y"	11800	"SILDEM"	"SILDEM"	"3"	"10"	"V"	0
1046	"05911"	"05911"	"05910"	"Sildemåge, Baltisk (ssp. fuscus)"	"Larus fuscus fuscus"	"Lesser Black-backed Gull (ssp. fuscus)"	"AS"	0	"underart"	3730	NA	"LC"	"CR"	NA	NA	NA	NA	NA	NA	650	"R FUSC"	"R FUSC"	NA	NA	NA	0
1047	"05912"	"05912"	"05910"	"Sildemåge, Britisk (ssp. graellsii)"	"Larus fuscus graellsii"	"Lesser Black-backed Gull (ssp. graellsii)"	"A"	0	"underart"	3720	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	5500	"R GRAE"	"R GRAE"	"3"	"10"	"V"	0
1048	"05913"	"05913"	"05910"	"Sildemåge, Nordsøsildemåge (ssp. intermedius)"	"Larus fuscus intermedius"	"Lesser Black-backed Gull (ssp. intermedius)"	"A"	0	"underart"	3710	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	6300	"R INTE"	"R INTE"	"3"	"10"	"V"	0
1049	"05926"	"05915"	"05915"	"Middelhavssølvmåge"	"Larus michahellis"	"Yellow-legged Gull"	"AS"	0	"art"	3780	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	13900	"MIDDEL"	"MIDDEL"	NA	NA	NA	0
1051	"05920"	"05920"	"05920"	"Sølvmåge"	"Larus argentatus"	"European Herring Gull"	"A"	0	"art"	3750	53982	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	14400	"SØLVMÅ"	"SØLVMÅ"	NA	NA	NA	0
1053	"05922"	"05922"	"05910"	"Sildemåge, Sibirisk Måge (ssp. heuglini)"	"Larus fuscus heuglini"	"Lesser Black-backed Gull (ssp. heuglini)"	"AU"	0	"underart"	3740	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R HEUG"	"R HEUG"	NA	NA	NA	0
1056	NA	"05925"	"05925"	"Amerikansk Sølvmåge"	"Larus smithsonianus"	"American Herring Gull"	"U"	0	"art"	3830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"R SMIT"	"R SMIT"	NA	NA	NA	1
1059	"05921"	"05930"	"05930"	"Kaspisk Måge"	"Larus cachinnans"	"Caspian Gull"	"A"	0	"art"	3790	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KASMÅG"	"KASMÅG"	NA	NA	NA	0
1069	"05980"	"05980"	"05980"	"Hvidvinget Måge"	"Larus glaucoides"	"Iceland Gull"	"AS"	0	"art"	3840	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	2100	"HVIMÅG"	"HVIMÅG"	NA	NA	NA	0
1071	"05981"	"05982"	"05980"	"Hvidvinget Måge, Baffinmåge (ssp. kumlieni)"	"Larus glaucoides kumlieni"	"Iceland Gull (ssp. kumlieni)"	"AU"	0	"underart"	3860	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R KUML"	"R KUML"	NA	NA	NA	0
1072	"05970"	"05983"	"05980"	"Hvidvinget Måge, Inuitmåge (ssp. thayeri)"	"Larus glaucoides thayeri"	"Iceland Gull (ssp. thayeri)"	"AU"	0	"underart"	3870	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R THAY"	"R THAY"	NA	NA	NA	0
1073	"05990"	"05990"	"05990"	"Gråmåge"	"Larus hyperboreus"	"Glaucous Gull"	"AS"	0	"art"	3890	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	340	"GRÅMÅG"	"GRÅMÅG"	NA	NA	NA	0
1074	"05991"	"05999"	NA	"Sølvmåge x Gråmåge (hybrid)"	"Larus argentatus x L. hyperboreus"	"European Herring Gull x Glaucous Gull"	"H"	0	"hybrid"	3820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H SØGR"	"H SØGR"	NA	NA	NA	0
1075	"06000"	"06000"	"06000"	"Svartbag"	"Larus marinus"	"Great Black-backed Gull"	"A"	0	"art"	3900	53974	"LC"	"LC"	NA	NA	"4"	NA	NA	"YV"	3600	"SVARTB"	"SVARTB"	NA	NA	NA	0
1078	"06010"	"06010"	"06010"	"Rosenmåge"	"Rhodostethia rosea"	"Ross's Gull"	"AU"	0	"art"	3590	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ROSENM"	"ROSENM"	NA	NA	NA	0
1079	"06020"	"06020"	"06020"	"Ride"	"Rissa tridactyla"	"Black-legged Kittiwake"	"A"	0	"art"	3520	NA	"VU"	"VU"	NA	NA	NA	NA	NA	NA	NA	"RIDE"	"RIDE"	NA	NA	NA	0
1081	"06040"	"06040"	"06040"	"Ismåge"	"Pagophila eburnea"	"Ivory Gull"	"AU"	0	"art"	3530	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"ISMÅGE"	"ISMÅGE"	NA	NA	NA	0
1082	"06001"	"06049"	NA	"Måge sp."	"Larini"	"Gull sp."	"H"	0	"ubestemt"	3910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S MÅGE"	"S MÅGE"	NA	NA	NA	0
1083	"06050"	"06050"	"06050"	"Sandterne"	"Gelochelidon nilotica"	"Gull-billed Tern"	"AS"	1	"art"	3950	NA	"LC"	"CR"	"AY"	"X"	"3"	0	NA	NA	480	"SANDTE"	"SANDTE"	NA	NA	NA	0
1084	"06060"	"06060"	"06060"	"Rovterne"	"Hydroprogne caspia"	"Caspian Tern"	"A"	1	"art"	3960	NA	"LC"	"CR"	NA	"X"	NA	NA	NA	NA	50	"ROVTER"	"ROVTER"	"5"	"8"	"V"	0
1098	"06110"	"06110"	"06110"	"Splitterne"	"Thalasseus sandvicensis"	"Sandwich Tern"	"A"	1	"art"	4060	54016	"LC"	"LC"	NA	"X"	"2"	0	NA	NA	1700	"SPLITT"	"SPLITT"	"3"	"11"	"V"	0
1101	"06120"	"06120"	"06120"	"Aztekerterne"	"Thalasseus elegans"	"Elegant Tern"	"AU"	0	"art"	4050	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"AZTEKE"	"AZTEKE"	NA	NA	NA	0
1104	"06140"	"06140"	"06140"	"Rosenterne"	"Sterna dougallii"	"Roseate Tern"	"AU"	0	"art"	4010	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ROSENT"	"ROSENT"	NA	NA	NA	0
1108	"06150"	"06150"	"06150"	"Fjordterne"	"Sterna hirundo"	"Common Tern"	"A"	0	"art"	4020	54025	"LC"	"NT"	NA	"X"	NA	NA	NA	"Y"	11000	"FJORDT"	"FJORDT"	"5"	"10"	"V"	0
1111	"06155"	"06159"	NA	"Fjordterne/Havterne"	"Sterna hirundo/S. paradisaea"	"Common Tern/Arctic Tern"	"H"	0	"ubestemt"	4040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S HFTE"	"S HFTE"	"4"	"10"	"V"	0
1112	"06160"	"06160"	"06160"	"Havterne"	"Sterna paradisaea"	"Arctic Tern"	"A"	0	"art"	4030	NA	"LC"	"VU"	NA	"X"	NA	NA	NA	"Y"	31000	"HAVTER"	"HAVTER"	"4"	"10"	"V"	0
1119	"06220"	"06220"	"06220"	"Brilleterne"	"Onychoprion anaethetus"	"Bridled Tern"	"AU"	0	"art"	3930	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRITER"	"BRITER"	NA	NA	NA	0
1123	"06230"	"06230"	"06230"	"Sodfarvet Terne"	"Onychoprion fuscatus"	"Sooty Tern"	"U"	0	"art"	3920	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"SODTER"	"SODTER"	NA	NA	NA	0
1126	"06240"	"06240"	"06240"	"Dværgterne"	"Sternula albifrons"	"Little Tern"	"A"	1	"art"	3940	NA	"LC"	"VU"	NA	"X"	"3"	NA	NA	"Y"	220	"DVÆRGT"	"DVÆRGT"	"5"	"8"	"V"	0
1131	"06260"	"06260"	"06260"	"Hvidskægget Terne"	"Chlidonias hybrida"	"Whiskered Tern"	"AU"	0	"art"	3970	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"HVSKTE"	"HVSKTE"	NA	NA	NA	0
1132	"06270"	"06270"	"06270"	"Sortterne"	"Chlidonias niger"	"Black Tern"	"A"	1	"art"	3990	NA	"LC"	"EN"	NA	"X"	"3"	0	NA	NA	4000	"SORTTE"	"SORTTE"	"5"	"9"	"V"	0
1135	"06280"	"06280"	"06280"	"Hvidvinget Terne"	"Chlidonias leucopterus"	"White-winged Tern"	"AS"	1	"art"	3980	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"HVVITE"	"HVVITE"	NA	NA	NA	0
1136	"06289"	"06289"	NA	"Moseterne sp."	"Chlidonias sp."	"Tern sp. (Chlidonias)"	"H"	0	"ubestemt"	4000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"9"	"V"	0
1145	"06340"	"06340"	"06340"	"Lomvie"	"Uria aalge"	"Common Murre"	"A"	0	"art"	3390	NA	"LC"	"VU"	NA	NA	NA	NA	NA	NA	116000	"LOMVIE"	"LOMVIE"	NA	NA	NA	0
1149	"06350"	"06350"	"06350"	"Polarlomvie"	"Uria lomvia"	"Thick-billed Murre"	"AU"	0	"art"	3380	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"POLARL"	"POLARL"	NA	NA	NA	0
1150	"06360"	"06360"	"06360"	"Alk"	"Alca torda"	"Razorbill"	"A"	0	"art"	3340	NA	"NT"	"VU"	"AT"	NA	"4"	NA	NA	NA	15800	"ALK"	"ALK"	NA	NA	NA	0
1152	NA	"06362"	"06360"	"Alk, Atlantisk (ssp. islandica)"	"Alca torda islandica"	"Razorbill (ssp. islandica)"	"A"	0	"underart"	3360	NA	"NT"	"VU"	NA	NA	NA	NA	NA	NA	13800	"R ISLB"	"R ISLB"	NA	NA	NA	0
1153	"06365"	"06369"	NA	"Lomvie/Alk"	"Uria aalge/Alca torda"	"Common Murre/Razorbill"	"H"	0	"ubestemt"	3430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S LOAL"	"S LOAL"	NA	NA	NA	0
1155	"06380"	"06380"	"06380"	"Tejst"	"Cepphus grylle"	"Black Guillemot"	"A"	0	"art"	3310	NA	"LC"	"LC"	NA	NA	"2"	NA	NA	NA	8060	"TEJST"	"TEJST"	NA	NA	NA	0
1160	NA	"06385"	"06380"	"Tejst, Atlantisk (ssp. arcticus)"	"Cepphus grylle arcticus"	"Black Guillemot (ssp. arcticus)"	"A"	0	"underart"	3330	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	7600	"R ATLT"	"R ATLT"	NA	NA	NA	0
1174	"06470"	"06470"	"06470"	"Søkonge"	"Alle alle"	"Little Auk"	"AS"	0	"art"	3370	NA	"LC"	NA	"AT"	NA	NA	NA	NA	NA	1250000	"SØKONG"	"SØKONG"	"4"	"9"	"S"	0
1182	"06540"	"06540"	"06540"	"Lunde"	"Fratercula arctica"	"Atlantic Puffin"	"AS"	1	"art"	3300	NA	"VU"	NA	NA	NA	NA	NA	NA	NA	35000	"LUNDE"	"LUNDE"	"4"	"8"	"S"	0
1185	"06565"	"06569"	NA	"Alkefugl sp."	"Alcinae"	"Auk sp."	"H"	0	"ubestemt"	3440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S ALKE"	"S ALKE"	NA	NA	NA	0
1202	"06630"	"06630"	"06630"	"Steppehøne"	"Syrrhaptes paradoxus"	"Pallas's Sandgrouse"	"AU"	0	"art"	1530	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"STEHØN"	"STEHØN"	NA	NA	NA	0
1205	"06650"	"06650"	"06650"	"Klippedue (tamdue)"	"Columba livia"	"Rock Dove"	"C"	0	"art"	1450	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"KLIPPE"	"KLIPPE"	NA	NA	NA	0
1210	"06680"	"06680"	"06680"	"Huldue"	"Columba oenas"	"Stock Dove"	"A"	0	"art"	1460	NA	"LC"	"LC"	NA	NA	"4"	NA	NA	"Y"	NA	"HULDUE"	"HULDUE"	NA	NA	NA	0
1212	"06700"	"06700"	"06700"	"Ringdue"	"Columba palumbus"	"Common Wood Pigeon"	"A"	0	"art"	1470	54105	"LC"	"LC"	NA	NA	"4"	NA	NA	"YV"	NA	"RINGDU"	"RINGDU"	NA	NA	NA	0
1233	"06840"	"06840"	"06840"	"Tyrkerdue"	"Streptopelia decaocto"	"Eurasian Collared Dove"	"A"	0	"art"	1500	54154	"LC"	"NT"	NA	NA	NA	NA	NA	"YV"	NA	"TYRKER"	"TYRKER"	NA	NA	NA	0
1237	"06870"	"06870"	"06870"	"Turteldue"	"Streptopelia turtur"	"European Turtle Dove"	"AS"	1	"art"	1480	54149	"VU"	"EN"	NA	NA	"3"	NA	NA	NA	NA	"TURTEL"	"TURTEL"	"5"	"9"	"V"	0
1242	"06890"	"06890"	"06890"	"Østlig Turteldue"	"Streptopelia orientalis"	"Oriental Turtle Dove"	"AU"	0	"art"	1490	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"ØSTTUR"	"ØSTTUR"	NA	NA	NA	0
